accession	reason
ERX187340	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667115	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1879254	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2201983	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2667117	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1879255	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2201985	Failed mean read length (126 bp) filter, expected > 249 bp;Failed base count (124011972 bp) filter, expected > 125691225 bp
ERX2667121	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1879269	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2201986	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2667124	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1879688	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2201987	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2667126	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1879725	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2201990	Failed mean read length (126 bp) filter, expected > 249 bp
ERX1879973	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2667127	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2201992	Failed mean read length (126 bp) filter, expected > 249 bp
ERX1880018	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2201995	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2667129	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1880030	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2201996	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2667130	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1880648	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2202002	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2667131	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1880650	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2202003	Failed mean read length (126 bp) filter, expected > 249 bp;Failed base count (43213212 bp) filter, expected > 125691225 bp
ERX2667132	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1886019	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2202004	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2667133	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1886332	Failed mean read length (97 bp) filter, expected > 249 bp
ERX2202005	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2667134	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1886334	Failed mean read length (97 bp) filter, expected > 249 bp
ERX2202006	Failed mean read length (126 bp) filter, expected > 249 bp
ERX1886335	Failed mean read length (97 bp) filter, expected > 249 bp
ERX2667135	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2202007	Failed mean read length (126 bp) filter, expected > 249 bp
ERX1886431	Failed mean read length (97 bp) filter, expected > 249 bp
ERX2667136	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2202008	Failed mean read length (126 bp) filter, expected > 249 bp
ERX1886728	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2202009	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2667141	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1886737	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2230104	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2667143	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1890917	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2230106	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2667157	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1891750	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2230128	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2667158	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1891755	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2230129	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2667160	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1902402	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2230131	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2667165	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1917958	Failed mean read length (144 bp) filter, expected > 249 bp
ERX2230139	Failed mean read length (99 bp) filter, expected > 249 bp
ERX1917959	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2667169	Failed mean read length (75 bp) filter, expected > 249 bp
ERX192045	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1917962	Failed mean read length (145 bp) filter, expected > 249 bp
ERX2667173	Failed mean read length (75 bp) filter, expected > 249 bp
ERX192052	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1917963	Failed mean read length (148 bp) filter, expected > 249 bp
ERX192053	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667174	Failed mean read length (75 bp) filter, expected > 249 bp;Failed base count (526990 bp) filter, expected > 125691225 bp
ERX1917964	Failed mean read length (145 bp) filter, expected > 249 bp
ERX192054	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667175	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1917966	Failed mean read length (147 bp) filter, expected > 249 bp
ERX192058	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1917967	Failed mean read length (148 bp) filter, expected > 249 bp
ERX2667178	Failed mean read length (75 bp) filter, expected > 249 bp
ERX192061	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1917968	Failed mean read length (148 bp) filter, expected > 249 bp
ERX192063	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667179	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1917970	Failed mean read length (148 bp) filter, expected > 249 bp
ERX192073	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667181	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1917972	Failed mean read length (148 bp) filter, expected > 249 bp
ERX192075	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1917975	Failed mean read length (148 bp) filter, expected > 249 bp
ERX2667184	Failed mean read length (75 bp) filter, expected > 249 bp
ERX192077	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1917980	Failed mean read length (148 bp) filter, expected > 249 bp
ERX192080	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667185	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1917981	Failed mean read length (142 bp) filter, expected > 249 bp
ERX192081	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1917984	Failed mean read length (141 bp) filter, expected > 249 bp
ERX2667186	Failed mean read length (75 bp) filter, expected > 249 bp
ERX192085	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1917985	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2667192	Failed mean read length (75 bp) filter, expected > 249 bp
ERX192088	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1917987	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2667193	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1917990	Failed mean read length (147 bp) filter, expected > 249 bp
ERX192090	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667204	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1917993	Failed mean read length (148 bp) filter, expected > 249 bp
ERX192094	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667205	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1917995	Failed mean read length (147 bp) filter, expected > 249 bp
ERX192102	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667208	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1918003	Failed mean read length (147 bp) filter, expected > 249 bp
ERX192109	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667209	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1918004	Failed mean read length (148 bp) filter, expected > 249 bp
ERX192111	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667211	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1918009	Failed mean read length (148 bp) filter, expected > 249 bp
ERX192115	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667214	Failed mean read length (75 bp) filter, expected > 249 bp;Failed base count (27997514 bp) filter, expected > 125691225 bp
ERX1918012	Failed mean read length (147 bp) filter, expected > 249 bp
ERX192117	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2667217	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1918014	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2667218	Failed mean read length (75 bp) filter, expected > 249 bp
ERX192119	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1918016	Failed mean read length (148 bp) filter, expected > 249 bp
ERX2667223	Failed mean read length (75 bp) filter, expected > 249 bp
ERX192120	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1918017	Failed mean read length (148 bp) filter, expected > 249 bp
ERX2667226	Failed mean read length (75 bp) filter, expected > 249 bp
ERX192123	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1918018	Failed mean read length (148 bp) filter, expected > 249 bp
ERX192124	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1918024	Failed mean read length (148 bp) filter, expected > 249 bp
ERX2712518	Failed mean read length (143 bp) filter, expected > 249 bp
ERX192128	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1918026	Failed mean read length (145 bp) filter, expected > 249 bp
ERX2746250	Failed mean read length (246 bp) filter, expected > 249 bp
ERX192131	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1918029	Failed mean read length (147 bp) filter, expected > 249 bp
ERX192134	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2815998	Failed mean read length (126 bp) filter, expected > 249 bp
ERX1918030	Failed mean read length (147 bp) filter, expected > 249 bp
ERX192138	Failed mean read length (100 bp) filter, expected > 249 bp
ERX2816002	Failed mean read length (126 bp) filter, expected > 249 bp
ERX1918032	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2816007	Failed mean read length (126 bp) filter, expected > 249 bp
ERX2249207	Failed mean read length (99 bp) filter, expected > 249 bp
ERX1918033	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2249212	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2840243	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1919206	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2249215	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2840244	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2258580	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2840246	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2258595	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2840249	Failed mean read length (75 bp) filter, expected > 249 bp
ERX1971307	Failed mean read length (94 bp) filter, expected > 249 bp
ERX2263034	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2840251	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263040	Failed mean read length (148 bp) filter, expected > 249 bp
ERX2048651	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2840257	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263044	Failed mean read length (144 bp) filter, expected > 249 bp
ERX2061613	Failed mean read length (98 bp) filter, expected > 249 bp
ERX2840258	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263046	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2082260	Failed mean read length (94 bp) filter, expected > 249 bp
ERX2860746	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263048	Failed mean read length (146 bp) filter, expected > 249 bp
ERX2082313	Failed mean read length (97 bp) filter, expected > 249 bp
ERX2860747	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263054	Failed mean read length (125 bp) filter, expected > 249 bp
ERX2089306	Failed mean read length (95 bp) filter, expected > 249 bp
ERX2860748	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263057	Failed mean read length (145 bp) filter, expected > 249 bp
ERX2089309	Failed mean read length (92 bp) filter, expected > 249 bp
ERX2263059	Failed mean read length (143 bp) filter, expected > 249 bp
ERX2860761	Failed mean read length (75 bp) filter, expected > 249 bp
ERX178917	Missing FASTQs
ERX2263060	Failed mean read length (141 bp) filter, expected > 249 bp
ERX2911710	Failed mean read length (75 bp) filter, expected > 249 bp
ERX178920	Missing FASTQs
ERX2263063	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2911714	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263066	Failed mean read length (148 bp) filter, expected > 249 bp
ERX178923	Missing FASTQs
ERX2911716	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263068	Failed mean read length (148 bp) filter, expected > 249 bp
ERX178927	Missing FASTQs
ERX2912642	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263070	Failed mean read length (149 bp) filter, expected > 249 bp
ERX178928	Missing FASTQs
ERX2912736	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263071	Failed mean read length (148 bp) filter, expected > 249 bp
ERX2171660	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2912755	Failed mean read length (75 bp) filter, expected > 249 bp
ERX2263075	Failed mean read length (147 bp) filter, expected > 249 bp
ERX2172507	Failed mean read length (99 bp) filter, expected > 249 bp
ERX2912756	Failed mean read length (75 bp) filter, expected > 249 bp
